SampleID	Site	Keep	Original_Sample_Name	Owner	Sample_date_Month_Year	Description	Detailed_Description	Country_class	LandUse	Original_Region	Island	Region	SoilOrder	Soil_Subgroup	Lat	Long	Rainfall	Rainfall_unit	pH	pH_details	Resin_P	Resin_P_Units	Olsen_P	Olsen_P_Units	K	K_Units	Ca	Ca_Units	Mg	Mg_Units	Na	Na_Units	CEC	CEC_Units	Total_Base_Saturation	TBS_Units	Sulfate	Sulfate_Unit	Soil_water_content	Soil_water_content_Units	NO3_N	NO3_unit	NO4_N 	NO4_unit	Total_nitrogen 	Total_nitrogen_Unit	Total_carbon 	Total_carbon_unit	Olsen_P	Olsen_P_Unit	DEA 	DEA_Units	DR 	DR_Units	N2O 	N2O_Units	N2 	N2_Unit	N2O_slash_N2OplusN2	Soluble_C 	Soluble_C_Unit	MBC 	MBC_Unit	N2O_N20_N2_50	N2O_NO_N20_N2_50	Max_N2O_N2O_N2	Max_N2O_NO_N2O_N2	Max_N2O	Max_NO	16S_quantity	NozI 	NirS	NifH	NirK	NosZII	NozI_percent	NirS_percent	NirK_percent	NosZII_percent	NifH_percent	NehaCode	NirK_Phylotype_Number	NirS_Phylotype_Number	NirK_Plus_NirS	NosZ_Phylotype_Number	diversity_nirK_1	eveness_nirK_1	diversity_nirS_1	Evenness_nirS_1	diversity_nosZ_1	eveness_nosZ_1	rpoB_gene_copies 	rpoB_Gene_Copies_Unit	nirK_gene_copies 	nirK_Gene_Copies_Unit 	nirS_Gene_Copies 	nirS_Gene_Copies_Unit	nirS_Plus_K_gene_copies	nirS_Plus_K_gene_copies_Unit	Nosz_Gene_Copies 	Nosz_Gene_Copies_Unit	Anion_Storage_Capacity	Anion_Storage_Capacity_Unit	Extractable_Organic_Sulphur	Extractable_Organic_Sulphur_Unit	Anaerobically_Mineralisable_N	Anaerobically_Mineralisable_N_Unit	AMN_Over_TN	AMN_Over_TN_Unit	Total_Sulphur	Total_Sulphur_unit
Mur7.A	Mur	No	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.2	in water	48	mg/kg	23	mg/L	1.39	me/100g	5.1	me/100g	2.05	me/100g	0.12	me/100g	28	me/100g	31	%	7	mg/kg																																																																									
Mur7.B	Mur	Yes	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.2	in water	61	mg/kg	26	mg/L	1.19	me/100g	6.5	me/100g	2.47	me/100g	0.13	me/100g	32	me/100g	32	%	14	mg/kg																																																																									
Mur7.C	Mur	No	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.2	in water	51	mg/kg	21	mg/L	1.28	me/100g	5.7	me/100g	2.26	me/100g	0.13	me/100g	30	me/100g	31	%	12	mg/kg																																																																									
Mur8.A	Mur	No	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.2	in water	48	mg/kg	23	mg/L	1.39	me/100g	5.1	me/100g	2.05	me/100g	0.12	me/100g	28	me/100g	31	%	7	mg/kg																																																																									
Mur8.B	Mur	Yes	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.2	in water	59	mg/kg	24	mg/L	1	me/100g	7.4	me/100g	2.08	me/100g	0.11	me/100g	30	me/100g	35	%	19	mg/kg																																																																									
Mur8.C	Mur	No	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.3	in water	59	mg/kg	27	mg/L	1.27	me/100g	5.7	me/100g	1.67	me/100g	0.12	me/100g	30	me/100g	29	%	12	mg/kg																																																																									
Mur9.A	Mur	No	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.2	in water	48	mg/kg	23	mg/L	1.39	me/100g	5.1	me/100g	2.05	me/100g	0.12	me/100g	28	me/100g	31	%	7	mg/kg																																																																									
Mur9.B	Mur	Yes	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5.1	in water	52	mg/kg	20	mg/L	1.14	me/100g	4.2	me/100g	1.64	me/100g	0.11	me/100g	29	me/100g	24	%	7	mg/kg																																																																									
Mur9.C	Mur	No	Muritah	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.276389	170.718611	2.53977901		5	in water	47	mg/kg	14	mg/L	1.07	me/100g	4	me/100g	1.42	me/100g	0.11	me/100g	27	me/100g	24	%	8	mg/kg																																																																									
MW1		Yes	Manawatu-1	Sergio	Nov-10	Longburn	"Longburn, Palmerston North "		Dairy	Manawatu	North Island	Manawatu-Wanganui	Gley	Typic Orthic Gley	-40.382497	175.540136	2.62246575		5.99	in water																			41.21		27.35	mg kg-1 soil	5	mg kg-1 soil	4.66	g kg-1 soil	49.47	g kg-1 soil	132.84	mg kg-1 soil	1342.75	 N2O-N kg-1 soil hr-1	5.43	g N2O-N kg-1 soil hr-1	5.11	g N2O-N kg-1 soil hr-1	0.32	g N kg-1 soil hr-1	0.94	0.07	mg g-1soil	0.73	mg g-1soil																		MW-TRF1	18	36	54	22	2.33	0.707	3.096	0.962	3.021	0.963	4.47E+08	g-1 soil	3.92E+08	g-1 soil	4.33E+07	g-1 soil	4.35E+08	g-1 soil	3.27E+07	g-1 soil										
MW2		Yes	Manawatu-2	Sergio	Nov-10	Longburn	"Longburn, Palmerston North "		Dairy	Manawatu	North Island	Manawatu-Wanganui	Gley	Typic Orthic Gley	-40.382497	175.540136	2.62246575		6.48	in water																			37		25.33	mg kg-1 soil	3.81	mg kg-1 soil	4.75	g kg-1 soil	46.26	g kg-1 soil	62.74	mg kg-1 soil	1902.12	 N2O-N kg-1 soil hr-2	4.8	g N2O-N kg-1 soil hr-2	4.79	g N2O-N kg-1 soil hr-2	0.02	g N kg-1 soil hr-2	1	0.07	mg g-1soil	0.75	mg g-1soil																		MW-TRF2	17	39	56	14	2.34	0.703	2.98	0.964	2.98	0.953	6.91E+08	g-1 soil	1.87E+08	g-1 soil	3.86E+08	g-1 soil	5.73E+08	g-1 soil	1.36E+07	g-1 soil										
MW3		Yes	Manawatu-3	Sergio	Nov-10	Longburn	"Longburn, Palmerston North "		Dairy	Manawatu	North Island	Manawatu-Wanganui	Gley	Typic Orthic Gley	-40.382497	175.540136	2.62246575		6.99	in water																			36.47		5.01	mg kg-1 soil	2.83	mg kg-1 soil	4.25	g kg-1 soil	42.61	g kg-1 soil	80.2	mg kg-1 soil	115.31	 N2O-N kg-1 soil hr-3	4.77	g N2O-N kg-1 soil hr-3	4.7	g N2O-N kg-1 soil hr-3	0.07	g N kg-1 soil hr-3	0.99	0.11	mg g-1soil	0.82	mg g-1soil																		MW-TRF3	24	13	37	25	2.24	0.721	3.02	0.963	2.95	0.961	6.76E+08	g-1 soil	7.87E+07	g-1 soil	5.50E+08	g-1 soil	6.28E+08	g-1 soil	3.53E+07	g-1 soil										
MW4		Yes	Manawatu-4	Sergio	Nov-10	Longburn	"Longburn, Palmerston North "		Dairy	Manawatu	North Island	Manawatu-Wanganui	Gley	Typic Orthic Gley	-40.382497	175.540136	2.62246575		5.97	in water																			30.57		13.91	mg kg-1 soil	3.37	mg kg-1 soil	4.6	g kg-1 soil	44.79	g kg-1 soil	82.99	mg kg-1 soil	917.78	 N2O-N kg-1 soil hr-4	5.31	g N2O-N kg-1 soil hr-4	4.35	g N2O-N kg-1 soil hr-4	0.96	g N kg-1 soil hr-4	0.82	0.08	mg g-1soil	0.99	mg g-1soil																																																
MW5		Yes	Manawatu-5	Sergio	Nov-10	Longburn	"Longburn, Palmerston North "		Dairy	Manawatu	North Island	Manawatu-Wanganui	Gley	Typic Orthic Gley	-40.382497	175.540136	2.62246575		6.28	in water																			36.2		32.16	mg kg-1 soil	4.14	mg kg-1 soil	4.06	g kg-1 soil	42.76	g kg-1 soil	117.92	mg kg-1 soil	1391.44	 N2O-N kg-1 soil hr-5	6.74	g N2O-N kg-1 soil hr-5	4.77	g N2O-N kg-1 soil hr-5	1.97	g N kg-1 soil hr-5	0.71	0.08	mg g-1soil	0.92	mg g-1soil																																																
MW6		Yes	Manawatu-6	Sergio	Nov-10	Longburn	"Longburn, Palmerston North "		Dairy	Manawatu	North Island	Manawatu-Wanganui	Gley	Typic Orthic Gley	-40.382497	175.540136	2.62246575		6.19	in water																			35.27		23.64	mg kg-1 soil	3.8	mg kg-1 soil	4.1	g kg-1 soil	41.75	g kg-1 soil	97.11	mg kg-1 soil	1111.96	 N2O-N kg-1 soil hr-6	4.76	g N2O-N kg-1 soil hr-6	4.59	g N2O-N kg-1 soil hr-6	0.17	g N kg-1 soil hr-6	0.96	0.09	mg g-1soil	0.82	mg g-1soil																																																
MWEI1		Yes	Manawatu EI-1	Sergio	Dec-10	Longburn	"Longburn, Palmerston North "		Dairy	Manawatu	North Island	Manawatu-Wanganui	Gley	Typic Orthic Gley	-40.38285	175.539347	2.62246575		5.92	in water																			57.63		66.27	mg kg-1 soil	0.99	mg kg-1 soil	6.15	g kg-1 soil	57.46	g kg-1 soil	103.39	mg kg-1 soil	3534.26	 N2O-N kg-1 soil hr-7	8.57	g N2O-N kg-1 soil hr-7	7.75	g N2O-N kg-1 soil hr-7	0.83	g N kg-1 soil hr-7	0.9	0.11	mg g-1soil	0.85	mg g-1soil																		MWEI-TRF1	27	23	50	27	3.685	0.98	2.866	0.941	3.185	0.978	7.84E+08	g-1 soil	5.87E+08	g-1 soil	3.43E+07	g-1 soil	6.21E+08	g-1 soil	3.05E+07	g-1 soil										
MWEI2		Yes	Manawatu EI-2	Sergio	Dec-10	Longburn	"Longburn, Palmerston North "		Dairy	Manawatu	North Island	Manawatu-Wanganui	Gley	Typic Orthic Gley	-40.38285	175.539347	2.62246575		5.7	in water																			52.89		47	mg kg-1 soil	1.02	mg kg-1 soil	5.02	g kg-1 soil	51.06	g kg-1 soil	119.27	mg kg-1 soil	3176.14	 N2O-N kg-1 soil hr-8	7.31	g N2O-N kg-1 soil hr-8	6.9	g N2O-N kg-1 soil hr-8	0.41	g N kg-1 soil hr-8	0.94	0.06	mg g-1soil	0.89	mg g-1soil																		MWEI-TRF2	40	19	59	30	3.58	0.965	2.72	0.943	3.21	0.982	8.98E+08	g-1 soil	5.62E+08	g-1 soil	1.69E+07	g-1 soil	5.79E+08	g-1 soil	2.20E+07	g-1 soil										
MWEI3		Yes	Manawatu EI-3	Sergio	Dec-10	Longburn	"Longburn, Palmerston North "		Dairy	Manawatu	North Island	Manawatu-Wanganui	Gley	Typic Orthic Gley	-40.38285	175.539347	2.62246575		6	in water																			52.06		54.94	mg kg-1 soil	1.25	mg kg-1 soil	4.83	g kg-1 soil	49.06	g kg-1 soil	87.4	mg kg-1 soil	1778.78	 N2O-N kg-1 soil hr-9	7.45	g N2O-N kg-1 soil hr-9	7.08	g N2O-N kg-1 soil hr-9	0.37	g N kg-1 soil hr-9	0.95	0.04	mg g-1soil	0.92	mg g-1soil																		MWEI-TRF3	27	12	39	24	3.52	0.974	2.65	0.94	3.17	0.975	7.37E+08	g-1 soil	6.27E+08	g-1 soil	2.51E+07	g-1 soil	6.52E+08	g-1 soil	9.09E+07	g-1 soil										
MWEI4		Yes	Manawatu EI-4	Sergio	Dec-10	Longburn	"Longburn, Palmerston North "		Dairy	Manawatu	North Island	Manawatu-Wanganui	Gley	Typic Orthic Gley	-40.38285	175.539347	2.62246575		5.85	in water																			49.93		52.25	mg kg-1 soil	0.6	mg kg-1 soil	4.81	g kg-1 soil	47.67	g kg-1 soil	146.47	mg kg-1 soil	2020.38	 N2O-N kg-1 soil hr-10	6.48	g N2O-N kg-1 soil hr-10	6.47	g N2O-N kg-1 soil hr-10	0.01	g N kg-1 soil hr-10	1	0.05	mg g-1soil	1	mg g-1soil																																																
MWEI5		Yes	Manawatu EI-5	Sergio	Dec-10	Longburn	"Longburn, Palmerston North "		Dairy	Manawatu	North Island	Manawatu-Wanganui	Gley	Typic Orthic Gley	-40.38285	175.539347	2.62246575		5.97	in water																			52.35		65.22	mg kg-1 soil	0.65	mg kg-1 soil	4.46	g kg-1 soil	44.76	g kg-1 soil	159.88	mg kg-1 soil	1348.2	 N2O-N kg-1 soil hr-11	7.25	g N2O-N kg-1 soil hr-11	6.97	g N2O-N kg-1 soil hr-11	0.28	g N kg-1 soil hr-11	0.96	0.04	mg g-1soil	0.84	mg g-1soil																																																
MWEI6		Yes	Manawatu EI-6	Sergio	Dec-10	Longburn	"Longburn, Palmerston North "		Dairy	Manawatu	North Island	Manawatu-Wanganui	Gley	Typic Orthic Gley	-40.38285	175.539347	2.62246575		5.99	in water																			51.89		66.84	mg kg-1 soil	0.89	mg kg-1 soil	5.73	g kg-1 soil	55.57	g kg-1 soil	118.76	mg kg-1 soil	3342.11	 N2O-N kg-1 soil hr-12	7.03	g N2O-N kg-1 soil hr-12	6.8	g N2O-N kg-1 soil hr-12	0.22	g N kg-1 soil hr-12	0.97	0.02	mg g-1soil	1.32	mg g-1soil																																																
OH1		Yes	Otorohonga-1	Sergio	Aug-10	Tokanui dairy farm	Tokanui Waikato 		Dairy	Waikato	North Island	Waikato	Gley	Typic Orthic Gley	-38.188806	175.209908	3.92054795		5.61	in water																			52.54		14.03	mg kg-1 soil	11.13	mg kg-1 soil	7.78	g kg-1 soil	77.66	g kg-1 soil	43.75	mg kg-1 soil	48.55	 N2O-N kg-1 soil hr-13	5.58	g N2O-N kg-1 soil hr-13	0.56	g N2O-N kg-1 soil hr-13	5.02	g N kg-1 soil hr-13	0.1	0.26	mg g-1soil	0.46	mg g-1soil																		OH-TRF1	7	13	20	16	1.32	0.466	1.847	0.589	2.211	0.738	2.08E+09	g-1 soil	1.85E+07	g-1 soil	5.70E+08	g-1 soil	5.88E+08	g-1 soil	6.19E+06	g-1 soil										
OH2		Yes	Otorohonga-2	Sergio	Aug-10	Tokanui dairy farm	Tokanui Waikato 		Dairy	Waikato	North Island	Waikato	Gley	Typic Orthic Gley	-38.188806	175.209908	3.92054795		5.55	in water																			52.94		10.46	mg kg-1 soil	12.11	mg kg-1 soil	8.8	g kg-1 soil	85.11	g kg-1 soil	48.17	mg kg-1 soil	227	 N2O-N kg-1 soil hr-14	4.18	g N2O-N kg-1 soil hr-14	3.07	g N2O-N kg-1 soil hr-14	1.11	g N kg-1 soil hr-14	0.73	0.29	mg g-1soil	0.23	mg g-1soil																		OH-TRF2	5	12	17	17	1.452	0.475	1.82	0.592	2.23	0.732	6.78E+08	g-1 soil	2.42E+08	g-1 soil	3.77E+08	g-1 soil	6.20E+08	g-1 soil	5.68E+06	g-1 soil										
OH3		Yes	Otorohonga-3	Sergio	Aug-10	Tokanui dairy farm	Tokanui Waikato 		Dairy	Waikato	North Island	Waikato	Gley	Typic Orthic Gley	-38.188806	175.209908	3.92054795		5.67	in water																			56.73		15.67	mg kg-1 soil	12.76	mg kg-1 soil	8.29	g kg-1 soil	83.95	g kg-1 soil	55.24	mg kg-1 soil	176.01	 N2O-N kg-1 soil hr-15	9.58	g N2O-N kg-1 soil hr-15	3.81	g N2O-N kg-1 soil hr-15	5.77	g N kg-1 soil hr-15	0.4	0.23	mg g-1soil	0.41	mg g-1soil																		OH-TRF3	1	29	30	14	1.324	0.421	1.85	0.584	2.3	0.712	2.15E+09	g-1 soil	3.17E+08	g-1 soil	4.42E+08	g-1 soil	7.59E+08	g-1 soil	5.01E+06	g-1 soil										
OH4		Yes	Otorohonga-4	Sergio	Aug-10	Tokanui dairy farm	Tokanui Waikato 		Dairy	Waikato	North Island	Waikato	Gley	Typic Orthic Gley	-38.188806	175.209908	3.92054795		5.61	in water																			54.94		11.45	mg kg-1 soil	11.98	mg kg-1 soil	8.34	g kg-1 soil	82.84	g kg-1 soil	49.67	mg kg-1 soil	232.55	 N2O-N kg-1 soil hr-16	8.45	g N2O-N kg-1 soil hr-16	3.08	g N2O-N kg-1 soil hr-16	5.37	g N kg-1 soil hr-16	0.36	0.23	mg g-1soil	0.57	mg g-1soil																																																
OH5		Yes	Otorohonga-5	Sergio	Aug-10	Tokanui dairy farm	Tokanui Waikato 		Dairy	Waikato	North Island	Waikato	Gley	Typic Orthic Gley	-38.188806	175.209908	3.92054795		5.58	in water																			56.03		13.78	mg kg-1 soil	11.46	mg kg-1 soil	8.27	g kg-1 soil	81.97	g kg-1 soil	53.93	mg kg-1 soil	174.86	 N2O-N kg-1 soil hr-17	6.05	g N2O-N kg-1 soil hr-17	3.44	g N2O-N kg-1 soil hr-17	2.62	g N kg-1 soil hr-17	0.57	0.26	mg g-1soil	0.54	mg g-1soil																																																
OH6		Yes	Otorohonga-6	Sergio	Aug-10	Tokanui dairy farm	Tokanui Waikato 		Dairy	Waikato	North Island	Waikato	Gley	Typic Orthic Gley	-38.188806	175.209908	3.92054795		5.6	in water																			53.53		10.33	mg kg-1 soil	10.33	mg kg-1 soil	8.69	g kg-1 soil	84.51	g kg-1 soil	47.03	mg kg-1 soil	180.97	 N2O-N kg-1 soil hr-18	6.66	g N2O-N kg-1 soil hr-18	3.08	g N2O-N kg-1 soil hr-18	3.58	g N kg-1 soil hr-18	0.46	0.27	mg g-1soil	0.58	mg g-1soil																																																
Opawa1.B	Opawa	Yes	Opawa	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.240556	170.708889	2.86043956		5.2	in water	53	mg/kg	23	mg/L	0.98	me/100g	7.3	me/100g	2.72	me/100g	0.1	me/100g	31	me/100g	36	%	4	mg/kg																																																																									
Opawa1.C	Opawa	No	Opawa	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.240556	170.708889	2.86043956		5.2	in water	60	mg/kg	22	mg/L	0.92	me/100g	7.6	me/100g	2.69	me/100g	0.12	me/100g	32	me/100g	36	%	5	mg/kg																																																																									
Opawa10.A	Opawa	No	Opawa	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.240556	170.708889	2.86043956		5.2	in water	45	mg/kg	19	mg/L	1.38	me/100g	8.5	me/100g	2.84	me/100g	0.12	me/100g	32	me/100g	39	%	5	mg/kg																																																																									
Opawa10.B	Opawa	Yes	Opawa	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.240556	170.708889	2.86043956		5.2	in water	53	mg/kg	23	mg/L	0.98	me/100g	7.3	me/100g	2.72	me/100g	0.1	me/100g	31	me/100g	36	%	4	mg/kg																																																																									
Opawa10.C	Opawa	No	Opawa	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.240556	170.708889	2.86043956		5.2	in water	60	mg/kg	22	mg/L	0.92	me/100g	7.6	me/100g	2.69	me/100g	0.12	me/100g	32	me/100g	36	%	5	mg/kg																																																																									
Opawa11.A	Opawa	No	Opawa	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.240556	170.708889	2.86043956		5.2	in water	45	mg/kg	19	mg/L	1.38	me/100g	8.5	me/100g	2.84	me/100g	0.12	me/100g	32	me/100g	39	%	5	mg/kg																																																																									
Opawa11.B	Opawa	Yes	Opawa	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.240556	170.708889	2.86043956		5.1	in water	49	mg/kg	15	mg/L	0.99	me/100g	7.5	me/100g	2.58	me/100g	0.14	me/100g	30	me/100g	37	%	8	mg/kg																																																																									
Opawa11.C	Opawa	No	Opawa	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.240556	170.708889	2.86043956		5.2	in water	57	mg/kg	21	mg/L	0.9	me/100g	8.1	me/100g	2.74	me/100g	0.17	me/100g	33	me/100g	37	%	11	mg/kg																																																																									
Opawa12.A	Opawa	No	Opawa	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.240556	170.708889	2.86043956		5.2	in water	45	mg/kg	19	mg/L	1.38	me/100g	8.5	me/100g	2.84	me/100g	0.12	me/100g	32	me/100g	39	%	5	mg/kg																																																																									
Opawa12.B	Opawa	Yes	Opawa	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.240556	170.708889	2.86043956		5.4	in water	65	mg/kg	23	mg/L	1.4	me/100g	11.1	me/100g	3.14	me/100g	0.1	me/100g	35	me/100g	44	%	18	mg/kg																																																																									
Opawa12.C	Opawa	No	Opawa	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.240556	170.708889	2.86043956		5.3	in water	66	mg/kg	25	mg/L	1.23	me/100g	11.1	me/100g	2.87	me/100g	0.1	me/100g	34	me/100g	45	%	13	mg/kg																																																																									
Opawa2.A	Opawa	No	Opawa	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.240556	170.708889	2.86043956		5.2	in water	45	mg/kg	19	mg/L	1.38	me/100g	8.5	me/100g	2.84	me/100g	0.12	me/100g	32	me/100g	39	%	5	mg/kg																																																																									
Opawa2.B	Opawa	Yes	Opawa	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.240556	170.708889	2.86043956		5.4	in water	65	mg/kg	23	mg/L	1.4	me/100g	11.1	me/100g	3.14	me/100g	0.1	me/100g	35	me/100g	44	%	18	mg/kg																																																																									
Opawa2.C	Opawa	No	Opawa	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.240556	170.708889	2.86043956		5.3	in water	66	mg/kg	25	mg/L	1.23	me/100g	11.1	me/100g	2.87	me/100g	0.1	me/100g	34	me/100g	45	%	13	mg/kg																																																																									
Opawa3.A	Opawa	No	Opawa	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.240556	170.708889	2.86043956		5.2	in water	45	mg/kg	19	mg/L	1.38	me/100g	8.5	me/100g	2.84	me/100g	0.12	me/100g	32	me/100g	39	%	5	mg/kg																																																																									
Opawa3.B	Opawa	Yes	Opawa	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.240556	170.708889	2.86043956		5.1	in water	49	mg/kg	15	mg/L	0.99	me/100g	7.5	me/100g	2.58	me/100g	0.14	me/100g	30	me/100g	37	%	8	mg/kg																																																																									
Opawa3.C	Opawa	No	Opawa	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.240556	170.708889	2.86043956		5.2	in water	57	mg/kg	21	mg/L	0.9	me/100g	8.1	me/100g	2.74	me/100g	0.17	me/100g	33	me/100g	37	%	11	mg/kg																																																																									
Opawa4.A	Opawa	No	Opawa	Rachel	Nov-14			High Country	High Country	South Canterbury	South Island	Canterbury	Brown	Typic Orthic Brown	-44.240556	170.708889	2.86043956		5.2	in water	45	mg/kg	19	mg/L	1.38	me/100g	8.5	me/100g	2.84	me/100g	0.12	me/100g	32	me/100g	39	%	5	mg/kg																																																																									
